Song Title,Artist,Release Date,Angella,Favorites,Pace: Upbeat,Pace: Medium,Pace: Slow,Sing-Along,Love Song,Processional Ideas,Recessional Ideas,First Dance,Father/Daughter,Mother/Son,Folk,Pop,Country,Rock,Indie,Alternative, Reggae,Soul,Funk,Punk,Acoustic,R&B,Children,Blues,Jazz,Dance,International,Rap,Religious,Vocal,Hip Hop,Singer-Songwriter,Bluegrass,Jam,Classical,Link
Crazy,Willie Nelson,10/16/1961,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/228e66ac-d118-470c-b7a6-c1bb687afa52/
On the Road Again,Willie Nelson,8/1/1980,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/d8daab2d-9796-476a-945b-4c8654d689ea/
Lovin' Arms,Wood Brothers,4/1/2008,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/3a9aef54-cd29-4d46-b00e-164abafa1600/
Luckiest Man,Wood Brothers,3/7/2006,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/f550a8c6-f130-4601-be3f-176738c5b3bb/
You and Me,You+Me,9/8/2014,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/9bdfbc45-d682-4c35-a061-b843ea661ee7/
Chicken Fried,Zac Brown Band,11/18/2008,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/2eb773f0-8ae5-480b-b9bd-72f31262e44e/
Colder Weather,Zac Brown Band,12/20/2010,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/88a65e72-50df-4201-8161-1127b5aa39d1/
Free,Zac Brown Band,11/18/2008,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/16bd6b62-3215-4283-ae2a-9418117e82d9/
Highway 20 Ride,Zac Brown Band,11/18/2008,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/1e2c99db-6e22-40ef-860a-ddc4e118fdac/
Toes,Zac Brown Band,11/18/2008,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/8b2db648-2a2e-4922-a960-76a1c01d9eb8/
Whatever It is,Zac Brown Band,11/18/2008,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/17706d4c-25a8-48de-9af4-b10f1e9063c6/
Dancing Queen,ABBA,11/12/1976,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/46ac9eae-ecfa-4ce7-bd6c-0c62ff08dc27/
Hello,Adele,10/23/2015,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/0d7f84e0-05b2-43ef-9a7d-f9b9e22944c3/
Don't Matter,Akon,1/18/2006,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/2ab50dda-f85a-49de-9788-a32e8bf95ba9/
Freedom,Akon,12/2/2008,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/6c6d1e20-84e3-41e0-a2ce-a3cc3d19fbdc/
Lonely (Mr. Lonely),Akon,2/21/2005,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/5d7a6e12-24b6-4f12-ab5e-ef3e26ae1ceb/
It's Five O'Clock Somewhere,Alan Jackson,6/2/2003,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/6ed8693d-1965-4af9-a087-c24059109cc4/
Scars To Your Beautiful,Alessia Cara,7/26/2016,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/dc9238ff-15ef-408f-a401-7721bb234459/
Orange Sky,Alexi Murdoch,5/6/2003,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,https://www.evernote.com/shard/s3/nl/584496/437f1483-8555-426b-8a25-bccc761d60a5/
Don't Follow,Alice In Chains,1/25/1994,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/6cea8693-33aa-42d1-b74a-a6952abbecad/
Not Even The King,Alicia Keys,11/22/2012,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/7c1cc6b8-037d-4b08-a3dc-cda2703ed1d5/
Breezeblocks,Alt-J,5/18/2012,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/37f1b4e0-37c7-4b04-adb2-1ada510e8f29/
Something Good,Alt-J,9/28/2012,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/06781c85-147f-4c04-9b79-1343a86abfec/
Chill In The Air,Amos Lee,10/8/2013,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/e0761360-d750-4394-9424-5c196bc57ff2/
Tables and Chairs,Andrew Bird,2/8/2005,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/55aa2b1a-93f7-45e5-be38-029a483f8100/
Angry Anymore,Ani DiFranco,1/19/1999,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/a1c42c00-227f-49bc-a56f-f81c8d3c62e4/
2002,Anne Marie,4/20/2018,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/dba72ec9-8453-410e-80d2-fc5b877cecf7/
7 Rings,Ariana Grande,1/18/2019,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/425816e2-3d62-4ae3-b755-13c7814cdb26/
Never My Love,Association,8/9/1967,no,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Sweet but psycho,Ava Max,8/17/2018,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
January Wedding,Avett Brothers,9/29/2009,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Murder In The City,Avett Brothers,7/22/2008,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,https://www.evernote.com/shard/s3/nl/584496/3bdc6365-9b2f-473e-9e94-176beca076c2/
Swept Away,Avett Brothers,1/1/2004,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,https://www.evernote.com/shard/s3/nl/584496/87d4be84-7ec3-4f5e-852f-03f6a05b44aa/
Call and Answer,Barenaked Ladies,7/13/1999,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/de0eb952-d6a5-4b9a-b7f3-697c83f19a7e/
When I Fall,Barenaked Ladies,3/19/1996,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/7aa29128-6d2e-4a00-acdd-f2f0967cc5e4/
All I Want Is You,Barry Louis Polisar,1/8/2008,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/3555d9e9-f6c7-4e80-bb06-880b68570cfd/
God Only Knows,Beach Boys,7/11/1966,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/bd614864-f689-4360-9c6b-57521b738078/
Sloop John B ,Beach Boys,1/1/1966,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/e39aa54b-3b71-4c13-9104-0f8a2d5dc71d/
Across The Universe,Beatles,12/12/1969,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/19875c12-ceb2-4aa1-882c-3feb8a49689b/
Eleanor Rigby,Beatles,8/5/1966,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/b83a6ccf-85f1-4754-b40c-e0b65b3f9a7a/
For No One,Beatles,8/5/1966,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/00355125-1ea1-49f7-a981-e19b311d731a/
I Will,Beatles,11/22/1968,no,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/962146a3-c825-484a-890d-2939f7972728/
Penny Lane,Beatles,2/13/1967,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/b39da362-619f-43b8-8360-81b9899f6a08/
Yellow Submarine,Beatles,8/5/1966,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/2bd5ddf7-d875-4437-bf6b-a07a2de90c58/
Loser,Beck,3/8/1993,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/d184d159-54a0-4401-96ca-73cd5f42d5bf/
"Get Me Away From Here, I'm Dying",Belle And Sebastian,11/18/1996,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/d380e56e-de38-4e3b-9e05-559dd13b2bd5/
Judy And The Dream Of Horses,Belle And Sebastian,11/18/1996,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/ac266561-6ea5-4ff7-ac9d-b6433e267933/
Sleep The Clock Around,Belle And Sebastian,9/7/1998,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/51d50f51-9d2b-4710-b59a-3a05468b4d6f/
Fred Jones Part 2,Ben Folds,9/11/2001,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/6b39cae1-412e-46ed-b050-c06b113e4534/
Not The Same,Ben Folds,9/11/2001,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/d7ef176f-5856-4813-8c99-4c3758dee02d/
The Luckiest,Ben Folds,9/11/2001,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/9f470927-b828-4cfb-b152-95a78f1ab4ae/
Zak and Sara,Ben Folds,9/11/2001,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/764403e4-7b74-4bb2-a173-e2b223c0c621/
Better Way,Ben Harper,3/21/2006,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/bcf8660c-1a67-4e69-98cc-c05ab02f9228/
Forever,Ben Harper,2/8/1994,no,no,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/a87a65bc-fccb-4968-9647-79ca6d77e6c6/
I shall not walk alone,Ben Harper,6/17/1997,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Waiting on an Angel,Ben Harper,2/8/1994,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/69620298-a35a-4a08-a907-eeb690102e5b/
With My Own Two Hands,Ben Harper,1/1/2002,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/4b1f0565-afa3-4bc3-9031-6bcc925c1d5d/
Keep Your Head Up,Ben Howard,8/26/2011,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/9bfe14f5-a9bf-47e1-8fc2-c7d776010ad4/
Old Pine,Ben Howard,7/20/2012,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/264b8cfb-765d-4ebf-a2c6-afa3640d9c27/
Only Love,Ben Howard,5/4/2012,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Duo,Ben Rector,6/22/2018,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/44ab40b2-6829-4fa4-88aa-2d18aadc5824/
Good,Better Than Ezra,2/28/1995,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/9f812934-89ac-4cae-bfb3-7c06c859737f/
Bad Guy,Billie Eilish,3/29/2019,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Wish you were gay,Billie Eilish,3/4/2019,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
New York State of Mind,Billy Joel,1/1/1976,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/6a6f5e07-458f-4306-908f-347ec9166e92/
She's Got A Way,Billy Joel,1/1/1972,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/ceb365f8-7c14-4069-b652-5290ccc4a375/
You're My Home,Billy Joel,1/1/1973,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/82de9d5c-9f72-4077-b85d-c8724ea3abc0/
Hard to Handle,Black Crows,6/1/1968,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/0eebb983-1106-40c2-bc00-047e5fd39a9b/
No Rain,Blind Melon,9/22/1992,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/a576ac17-50a5-4b98-afcd-63135ccfad63/
Stay Together For The Kids,Blink 182,2/19/2002,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/3643b169-c80d-4494-bf0a-f49600541dd7/
Hooked On A Feeling,Blue Swede,10/1/1968,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/6e944a80-c823-4cdb-9b35-5a912c0e7416/
Run-Around,Blues Traveler,2/28/1995,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/63694e72-f6c7-4c59-aaac-82d8649fe62b/
Forever Young,Bob Dylan,1/17/1974,no,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
I Want You,Bob Dylan,6/10/1966,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/cdbeb20b-46f2-418c-a944-ab1c191aebfd/
Make You Feel My Love,Bob Dylan,9/30/1997,no,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/38485183-8c18-478f-bd87-003162611ede/
Tangled Up In Blue,Bob Dylan,1/17/1975,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/bb2b75b0-6dd6-4ac8-88b5-58d2722dfd46/
No Woman No Cry,Bob Marley,10/25/1974,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/954fd6b5-7939-41cb-9ec4-24f81903fc96/
Pimper's Paradise,Bob Marley,6/10/1980,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/97db7445-502e-4e45-86f5-65fb9b923212/
Real Situation,Bob Marley,6/10/1980,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/18f514a1-f469-4376-b32f-767ba57a9991/
Captain Kirk,Bob Schneider,4/13/2004,,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/266b2f92-05d9-4b51-bf63-86801b473934/
Changing Your Mind,Bob Schneider,9/29/2009,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/ecc5ef8b-5b8a-486f-b023-3dcfbfa07ba7/
Everything Changed,Bob Schneider,1/1/2018,no,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/e0c2ae55-02f0-4638-8d21-f363f2181e77/
Getting Better,Bob Schneider,4/13/2004,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/3eb1f032-13c3-47b5-9245-4635b701086b/
Metal and Steel,Bob Schneider,3/13/2001,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/a727a4f4-fdbc-42b2-a930-43f4daffd5fd/
Piggyback,Bob Schneider,4/13/2004,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/a3866443-b33d-4e38-a70f-4203c913e82d/
Sideshow Tornado,Bob Schneider,1/1/2000,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/717499af-04de-4b83-8bea-0eaafb9917f7/
Stars Over Your House,Bob Schneider,2/10/2015,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/ee8287c1-9910-4a63-aa03-ac59b1347e66/
Tarantula,Bob Schneider,9/29/2009,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/0f700f7b-1cdb-4a05-a079-663ebc184147/
The World Exploded Into Love,Bob Schneider,3/13/2001,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/fff824b9-f96f-445d-b9a4-7a244998f1e8/
Til Somebody Catches A Feeling,Bob Schneider,9/29/2009,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/bee27ef6-ee98-45db-b476-0b112226ee3f/
Don't Worry Be Happy,Bobby McFerrin,9/1/1988,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/9a27847d-85d7-43a9-9781-0255ba0e67d1/
Blood Bank,Bon Iver,1/20/2009,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/6e894cb7-7df7-423b-a468-42f23bfd5c8c/
The Story,Brandi Carlisle,4/3/2007,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Ain't No Reason,Brett Dennen,9/1/2006,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/be9d9a9d-f48f-49f1-acf5-199cf076df64/
