Song Title,Artist,Release Date,Angella,Favorites,Pace: Upbeat,Pace: Medium,Pace: Slow,Sing-Along,Love Song,Processional Ideas,Recessional Ideas,First Dance,Father/Daughter,Mother/Son,Folk,Pop,Country,Rock,Indie,Alternative, Reggae,Soul,Funk,Punk,Acoustic,R&B,Children,Blues,Jazz,Dance,International,Rap,Religious,Vocal,Hip Hop,Singer-Songwriter,Bluegrass,Jam,Classical,Link
I Need Never Get Old,Nathaniel Rateliff,8/21/2015,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/bcc77a90-396a-4c04-86a6-763f89b6ef11/
Sweet Caroline,Neil Diamond,9/16/1969,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/1739b7ec-c754-4b92-a320-ed23e4436cc2/
Harvest Moon,Neil Young,10/27/1992,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/3908d8b6-4bd0-4039-bef7-18a1eb217429/
Old Man,Neil Young,4/17/1972,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/28990677-5c85-4692-8ea2-88b300c298eb/
In the Aeroplane Over the Sea,Neutral Milk Hotel,2/10/1998,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/5ec6026e-8eaf-46b9-81c4-df13e71ae2bf/
Cucurucu,Nick Mulvey,3/3/2014,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/1da15dfe-afe0-47d3-8d7c-2b8ff0bd0f72/
Come As You Are,Nirvana,3/2/1992,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/5beee4f9-0659-4f4d-a7f1-d7c0c49089e8/
In Bloom,Nirvana,11/30/1992,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/b7ea21b7-76f3-4350-ad1a-396faf2cd136/
Lithium,Nirvana,7/13/1992,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Smells Like Teen Spirit,Nirvana,9/10/1991,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/3c3fdeb1-a89a-4758-aff5-cdb08572d009/
That Was A Crazy Game Of Poker,O.A.R.,11/29/1997,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,https://www.evernote.com/shard/s3/nl/584496/c73b6b4d-2351-4a35-8190-5defb44d454e/
Don't Look Back In Anger,Oasis,10/2/1995,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/8a7f4cff-7c92-4bfd-8a35-514d98704728/
Wonderwall,Oasis,10/2/1995,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/ed52af39-eba8-4efe-9a84-d55ec483421b/
Wagon Wheel,Old Crow Medecine Show,2/24/2004,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,https://www.evernote.com/shard/s3/nl/584496/99ab4470-b0a4-4a17-9cb2-e7a3a8608fdd/
Cheerleader,Omi,5/19/2014,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/3e9faf02-6945-45da-9556-68c6b9a69f54/
Counting Stars,One Republic,6/14/2013,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/74413e5f-278a-4bd9-ad5f-3bd30e933ddb/
Sittin' on the Dock of the Bay,Otis Redding,1/8/1968,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/b3c335c3-fe79-4799-9414-820035cc3739/
Hey Ya,Outkast,9/9/2003,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/c64bf8f5-7125-423a-8fa3-bd72f8c55853/
Bloom,Paper Kites,1/1/2013,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/1f016d4c-fdf2-47ea-838b-ee520a1a7ac6/
Tenenbaum,Paper Kites,10/1/2013,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
We Belong,Pat Benetar,10/16/1984,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
50 Ways to Leave Your Lover,Paul Simon,10/6/1975,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/ae0e255f-2ec3-4f02-9f03-8df7ab4e55e0/
Graceland,Paul Simon,8/25/1986,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/fad25e31-02f8-4be1-97f0-943b44dba3f7/
Kodachrome,Paul Simon,5/5/1973,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/8f1cb7b7-14ad-44b6-b086-13c62794fb07/
Me and Julio Down By The Schoolyard,Paul Simon,1/24/1972,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/aa410321-fd3a-4ac3-bcc0-a19771a5402f/
Still Crazy After All These Years,Paul Simon,10/6/1975,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/05690dbc-f2d8-4b36-8422-f2bd5fb86619/
You Can Call Me Al,Paul Simon,8/25/1986,no,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/4151b42f-8c56-4838-8b2a-64d052febb5e/
Better Man,Pearl Jam,11/22/1994,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/b79e4919-c679-41f2-9a31-54e62e8aac5d/
Elderly Woman Behind A Counter In A Small Town,Pearl Jam,10/19/1993,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/c24f85bf-348e-4d44-8fcd-896a2eab4db1/
Just Breathe,Pearl Jam,10/31/2009,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/6c465245-f6ac-4fcc-a7d8-5dc7f41dc6c3/
Nothingman,Pearl Jam,11/22/1994,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/aa8d1971-96e5-4805-b5c1-82f7e7334de5/
Wedding Song (There Is Love),Peter Paul & Mary,9/1/1972,no,yes,no,no,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/9156d5ce-0bb7-4833-94a7-b0318b3714da/
Home,Phillip Phillips,11/19/2012,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/b3351525-5fba-4564-89ee-d03ec3ebf06b/
Hey There Delilah,Plain White Ts,5/9/2006,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/136f5606-b99f-4ac1-b847-ce56bb5cbaa3/
Walking on the Moon,Police,11/4/1979,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/9bb58df7-780f-4474-ac82-b05b44be6851/
Circles,Post Malone,8/30/2019,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
Sunflower,Post Malone,10/18/2018,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/fc453474-ec00-4cec-b9c5-413d7d7d7276/
Amie,Pure Prairie League,2/1/1973,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/ce092b43-9273-42ca-b87a-79a7874afcca/
You're My Best Friend,Queen,5/18/1976,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/e0399268-f662-430e-af4a-cea43a53e3d3/
Losing My Religion,R.E.M.,9/19/1991,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/5ecb880b-898e-4b17-99ad-026c07588f10/
Creep,Radiohead,9/21/1992,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/99855ce4-a7c7-4468-9058-60b38cd63a82/
Fake Plastic Trees,Radiohead,5/15/1995,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/387823ea-f393-449a-8c51-2128258c313f/
High and Dry,Radiohead,3/13/1995,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/e7f6fc4c-fa8b-44f2-b654-f6f172c481d4/
Karma Police,Radiohead,8/25/1997,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/f4b3ee43-b01a-4d8e-91f1-e064642a32c0/
Human,Rag'n'Bone Man,7/21/2016,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/651c5629-f7bb-46c7-a021-c3387818baa4/
You Are The Best Thing,Ray LaMontagne,8/26/2008,yes,yes,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/014fb0ba-ba54-476d-a878-57b2bacaa19b/
Californication,Red Hot Chili Peppers,6/8/1999,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/bad13f10-2cfb-4f9d-9767-63a10c7611af/
Killing Me Softly,Roberta Flack,1/21/1973,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/e391a6b7-329d-4093-baae-6a6044d72b3e/
Beast of Burden,Rolling Stones,9/19/1978,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Wild Horses,Rolling Stones,6/1/1971,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/327329b6-942a-418e-ac74-42283b30dd29/
Lucky Now,Ryan Adams,8/1/2011,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/8ba8687a-9264-4cbc-baa7-b61d0b2b9970/
Too Good At Goodbyes,Sam Smith,9/8/2017,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/f6ee8689-a939-4a82-8a71-d65c59836db0/
I Choose You,Sara Bareilles,7/12/2013,no,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/03d32cbe-662d-4c39-9bd5-dc82f7ce3bdb/
Summer Breeze,Seals & Croft,8/31/1972,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/0e61ad6a-037b-445c-b25c-35bcfd0dccce/
New Slang,Shins,2/19/2001,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/3e86cd4e-66e5-47b5-bb1f-22b037fbd8c9/
Chandelier,Sia,3/17/2014,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Bridge Over Troubled Water,Simon & Garfunkel,1/1/1970,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/ba44703d-f745-4776-913b-896ed49b7d48/
Cecilia,Simon & Garfunkel,1/26/1970,no,yes,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/dd7c1ce9-fab6-49bd-833c-61206713c88a/
Homeward Bound,Simon & Garfunkel,1/19/1966,yes,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/72ef14a9-89aa-470f-8287-3536cf78b9e7/
Mrs. Robinson,Simon & Garfunkel,4/5/1968,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/1dcc2af8-2583-4f44-928b-02af7f3f0122/
The 59th Street Bridge Song (Feelin' Groovy),Simon & Garfunkel,10/10/1966,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/3f074b57-120b-47ec-a50a-46b9e60703eb/
The Boxer,Simon & Garfunkel,3/21/1969,yes,yes,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/ec05595d-d272-4a98-a1d7-46f886815fb6/
The Only Living Boy In New York,Simon & Garfunkel,1/26/1970,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/aeee18b0-f596-48ab-8b1e-12dc084c6c66/
1979,Smashing Pumpkins,1/23/1996,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Feel Alright,Steve Earle,3/5/1996,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/2f65c0ef-2d63-4ffc-ba16-5372a0f02b2e/
The Joker,Steve Miller Band,10/1/1973,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/9e2d58bd-e6ee-47af-bdb8-9fa9a6ec9b7b/
Isn't She Lovely,Stevie Wonder,9/28/1976,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/410ccd97-60a6-4204-b9db-1bf930a2480e/
Fields of Gold,Sting,5/1/1993,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/0cb6241f-b516-47bf-93a3-17283a04743c/
Plush,Stone Temple Pilots,5/13/1993,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/f2d6a538-8bdb-4955-abb8-f97015cac65f/
40 oz to Freedom,Sublime,6/1/1992,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/df4afa82-474f-47c0-b808-41d93ecb4ddb/
Badfish,Sublime,6/1/1992,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/00cfeee0-5c67-458e-8e24-0a0deb610516/
Doin' Time,Sublime,11/25/1997,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/cd23b404-27b5-429a-8be7-a6dda34c1680/
Santeria,Sublime,7/30/1996,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/782b4a15-71f7-404c-9ee1-1f1dd10b92db/
What I Got,Sublime,7/30/1996,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/d69f7ff3-b219-49db-af43-0f1bb2a955c2/
Sunday Best,Surfaces,1/6/2019,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
This Must Be the Place (Naive Melody),Talking Heads,11/1/1983,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/d70bea4f-e80b-4b11-9161-41bad2d0278a/
The Dreamer,Tallest Man on Earth,9/6/2010,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/069929dc-e4e6-4b9e-b1ea-fc313909d706/
Bad Blood,Taylor Swift,5/17/2015,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/313a9697-924c-4ddb-a93b-c25adbe5dcc9/
My Girl,Temptations,12/21/1964,no,yes,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/28478557-f425-437c-a72b-572e49dd69d6/
Semi-charmed Life,Third Eye Blind,6/17/1997,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/127dd9aa-1943-4ed8-ae58-9fb2c695a797/
Die A Happy Man,Thomas Rhett,9/28/2015,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/0d064ef2-910a-4acc-81ff-d46d13ddcade/
Joy To The World,Three Dog Night,2/1/1971,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/0a3936b2-bff0-40c3-8fee-e9d4e417e9a3/
Humble and Kind,Tim McGraw,1/20/2016,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/dafae485-987f-4c59-b45e-13d7c8186c1e/
I Love This Bar,Toby Keith,8/18/2003,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/68cf96f3-fee5-456f-a3bf-ab89373691fa/
Red Solo Cup,Toby Keith,10/25/2011,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/dc30179c-e546-4205-a8c4-1e4945206ad0/
American Girl,Tom Petty,2/1/1977,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/a3083080-cef6-45f4-896f-43f1afbdf587/
Free Fallin',Tom Petty,4/24/1989,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/393b8bc0-36ff-4290-8c3d-2a8c901fbd1e/
I Won't Back Down,Tom Petty,4/24/1989,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/5e0dae66-02e7-4125-965b-d2ed78d9c327/
Mary Jane's Last Dance,Tom Petty,11/16/1993,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/e65b9867-f097-473f-a7db-9f0c6686a658/
Time To Move On,Tom Petty,11/1/1994,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/3ab87b8f-0020-42f2-8d87-58794ae892be/
Wildflowers,Tom Petty,11/1/1994,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/41883197-3189-4e96-8add-b18278a309b3/
You Don't Know How It Feels,Tom Petty,12/3/1994,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,https://www.evernote.com/shard/s3/nl/584496/c48db2f7-8410-4c58-8b8b-a969a9864de9/
Dance Monkey,Tones and I,5/10/2019,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
